Planet Name,Kepler ID,Planet temp,Planet Radius,Transit duration,Period,a/R,Time of transit,r/R,Age,Stellar Mass,Stellar Radius,Stellar Teff,Logg,KEP Mag,g Mag,r Mag,i Mag,z Mag,KOI Vet Date
Kepler-82 e,7366258,958,2.3,2.827,5.902,15.26,136.784,0.024,4.9,0.922,0.9,5700,4.49,15.158,15.718,15.096,14.918,14.803,2014-06-10 00:00:00
Kepler-83 b,7870390,572,2.83,2.617,9.771,22.5,175.71,0.043,6.1,0.664,0.607,4648,4.69,15.777,17.074,15.764,15.221,14.96,2013-12-19 00:00:00
Kepler-83 c,7870390,450,2.36,3.578,20.09,36,147.984,0.036,6.1,0.664,0.607,4648,4.69,15.777,17.074,15.764,15.221,14.96,2013-12-19 00:00:00
Kepler-83 d,7870390,708,2.18,2.155,5.17,14.7,172.63,0.033,6.1,0.664,0.607,4648,4.69,15.777,17.074,15.764,15.221,14.96,2013-12-19 00:00:00
Kepler-84 b,5301750,937,2.2,4.301,8.726,14.4,138.768,0.02,4,1.02,1.03,6013,4.42,14.764,15.272,14.718,14.547,14.44,2013-12-19 00:00:00
Kepler-84 c,5301750,821,2.4,4.371,12.883,18.7,135.196,0.021,4,1.02,1.03,6013,4.42,14.764,15.272,14.718,14.547,14.44,2013-12-19 00:00:00
Kepler-84 d,5301750,1195,1.24,3.16,4.224,8.9,135.433,0.011,4,1.02,1.03,6013,4.42,14.764,15.272,14.718,14.547,14.44,2013-12-19 00:00:00
Kepler-84 e,5301750,638,2.4,5.076,27.435,30.9,145.119,0.021,4,1.02,1.03,6013,4.42,14.764,15.272,14.718,14.547,14.44,2013-12-19 00:00:00
Kepler-84 f,5301750,543,2.02,5.999,44.552,43,160.29,0.018,4,1.02,1.03,6013,4.42,14.764,15.272,14.718,14.547,14.44,2013-12-19 00:00:00
Kepler-85 b,8950568,814,1.99,3.846,8.306,7.36,139.717,0.022,0.6,0.941,0.84,5666,4.57,14.779,15.318,14.725,14.548,14.499,2013-12-19 00:00:00
Kepler-85 c,8950568,712,2.2,4.371,12.512,9.67,139.456,0.024,0.6,0.941,0.84,5666,4.57,14.779,15.318,14.725,14.548,14.499,2013-12-19 00:00:00
Kepler-85 d,8950568,632,1.56,4.708,17.913,12.29,135.531,0.017,0.6,0.941,0.84,5666,4.57,14.779,15.318,14.725,14.548,14.499,2013-12-19 00:00:00
Kepler-85 e,8950568,563,1.61,5.306,25.218,15.44,152.668,0.018,0.6,0.941,0.84,5666,4.57,14.779,15.318,14.725,14.548,14.499,2013-10-25 00:00:00
Kepler-86 b,12735740,305.6,11.29,10.822,282.526,206.01,363.072,0.092,,,1.124,6007,4.34,12.62,13.038,12.56,12.441,12.408,2014-06-10 00:00:00
Kepler-87 b,10028792,345,6.2,12.066,114.737,61.2,165.151,0.067,0.5,0.956,0.85,5723,4.56,14.6,15.131,14.547,14.372,14.292,2014-06-10 00:00:00
Kepler-87 c,10028792,202,3.2,16.721,573.96,179,286.082,0.035,0.5,0.956,0.85,5723,4.56,14.6,15.131,14.547,14.372,14.292,2013-10-25 00:00:00
Kepler-88 b,5446285,791,3.78,3.451,10.916,23.3,133.019,0.035,1.6,1.065,0.997,5621,4.47,13.113,13.623,13.038,12.895,12.832,2013-10-25 00:00:00
Kepler-88 c,5446285,,,,,,,,,,,,,,,,,,
Kepler-89 b,6462863,1488,1.73,3.602,3.743,7.93,131.614,0.01,3.13,1.278,1.52,6184,4.181,12.205,12.551,12.186,12.057,12.039,2014-06-10 00:00:00
Kepler-89 c,6462863,1058,4.22,5.204,10.424,15.7,138.007,0.025,3.13,1.278,1.52,6184,4.181,12.205,12.551,12.186,12.057,12.039,2014-06-10 00:00:00
Kepler-89 d,6462863,820,11.4,6.699,22.343,26.1,132.74,0.069,3.13,1.278,1.52,6184,4.181,12.205,12.551,12.186,12.057,12.039,2014-06-10 00:00:00
Kepler-89 e,6462863,609,6.73,8.494,54.32,47.2,161.24,0.041,3.13,1.278,1.52,6184,4.181,12.205,12.551,12.186,12.057,12.039,2014-06-10 00:00:00
Kepler-9 b,3323887,678,8.28,4.16,19.274,36,182.487,0.075,2.7,1.053,1.012,5777,4.45,13.803,14.247,13.731,13.613,13.581,2013-10-25 00:00:00
Kepler-9 c,3323887,536,8.22,4.534,38.907,57.5,175.412,0.074,2.7,1.053,1.012,5777,4.45,13.803,14.247,13.731,13.613,13.581,2013-10-25 00:00:00
Kepler-9 d,3323887,1560,1.67,1.816,1.593,6.83,182.085,0.015,2.7,1.053,1.012,5777,4.45,13.803,14.247,13.731,13.613,13.581,2013-10-25 00:00:00
Kepler-90 b,11442793,1056,1.16,3.706,7.008,13.8,137.672,0.01,0.53,1.14,1.07,6330,4.43,13.804,14.139,13.741,13.66,13.634,2014-06-10 00:00:00
Kepler-90 c,11442793,981,1.36,3.967,8.72,15.9,139.515,0.012,0.53,1.14,1.07,6330,4.43,13.804,14.139,13.741,13.66,13.634,2014-06-10 00:00:00
Kepler-90 d,11442793,518,2.5,8.12,59.737,57.4,158.958,0.022,0.53,1.14,1.07,6330,4.43,13.804,14.139,13.741,13.66,13.634,2014-06-10 00:00:00
Kepler-90 e,11442793,448,2.25,8.968,91.941,76.5,134.296,0.019,0.53,1.14,1.07,6330,4.43,13.804,14.139,13.741,13.66,13.634,2013-10-25 00:00:00
Kepler-90 f,11442793,,,,,,,,,,,,,,,,,,
Kepler-90 g,11442793,340,6.8,12.229,210.597,133,147.086,0.058,0.53,1.14,1.07,6330,4.43,13.804,14.139,13.741,13.66,13.634,2013-10-25 00:00:00
Kepler-90 h,11442793,292,9.8,14.54,331.643,180,140.477,0.083,0.53,1.14,1.07,6330,4.43,13.804,14.139,13.741,13.66,13.634,2014-06-10 00:00:00
Kepler-91 b,8219268,2132,14.9,11.258,6.247,4.3,136.397,0.018,2.66,1.5,7.6,4837,2.85,12.495,13.407,12.406,12.104,11.919,2013-12-19 00:00:00
Kepler-92 b,6196457,934,3.51,6.168,13.749,10.62,179.28,0.021,5.2,1.17,1.53,5883,4.14,11.565,12.481,11.679,,,2013-12-19 00:00:00
Kepler-92 c,6196457,748,2.6,8.695,26.724,16.55,147.91,0.016,5.2,1.17,1.53,5883,4.14,11.565,12.481,11.679,,,2013-12-19 00:00:00
Kepler-93 b,3544595,1000,1.5,2.934,4.727,9.82,134.925,0.016,6.1,0.887,0.871,5593,4.51,9.931,10.38,9.862,9.739,9.705,2013-12-19 00:00:00
Kepler-93 c,3544595,,,,,,,,,,,,,,,,,,
Kepler-94 b,10318874,996,3.36,1.142,2.508,11,135,0.041,6.1,0.814,0.757,4786,4.59,12.895,13.814,12.778,12.501,12.322,2013-12-19 00:00:00
Kepler-94 c,10318874,,,,,,,,,,,,,,,,,,
Kepler-95 b,8349582,823,2.78,4.064,11.523,12.9,131.969,0.023,4.6,1.07,1.09,5714,4.39,12.346,12.778,12.272,12.161,12.107,2013-12-19 00:00:00
Kepler-96 b,5383248,716,2.65,3.855,16.238,29,171.019,0.024,5.9,0.995,1.017,5692,4.42,10.297,10.736,10.228,10.109,10.064,2013-12-19 00:00:00
Kepler-97 b,11075737,1329,1.64,2.365,2.587,5.2,171.843,0.015,6.8,0.939,0.978,5780,4.43,12.872,13.296,12.834,12.69,12.665,2013-12-19 00:00:00
Kepler-97 c,11075737,,,,,,,,,,,,,,,,,,
Kepler-98 b,2692377,1597,1.98,1.938,1.542,5.1,170.542,0.016,9,0.988,1.11,5538,4.34,12.899,13.424,12.843,12.675,12.618,2013-12-19 00:00:00
Kepler-99 b,6063220,807,1.57,2.402,4.604,12.3,171.84,0.02,6.8,0.788,0.732,4782,4.61,12.97,13.819,12.898,12.606,12.441,2013-12-19 00:00:00
